cid,text,llm_theme_summ,llm_theme_theme,lda_topic_id,lda_topic_keywords,bert_topic_keywords,bert_topic_name,lda_keywords_llm_truth,bert_keywords__llm_truth,llm_theme_llm_truth,llm_summ_llm_truth,lda_keywords_human_truth,bert_keywords_human_truth,llm_theme_human_truth,llm_summ_human_truth,,,,
bafyreignhwlmum3oh3ji43ql5rqnr3ruanxwvdpyeuck3ljpynkpevht34,"Capitalism, Billionaires and Climate Change Kill. Pass it on.. #Billionaires💀#Capitalism💀#ClimateChange💀#ClimateEmergency #ClimateCrisis #GlobalWarming #Cyclone #Hurricane #Tornado #Landslide #Flood #Disease #Virus #Heatwave #Wildfire #Desertification #Drought #Famine #Death",Capitalism's climate doom,Capitalism's climate doom,70,"fire, climate, change, point, post","capitalism, rich, billionaires, private jets, billionaires earth, jets, rich people, compounds, prioritizes, vid",47_capitalism_rich_billionaires_private jets,TRUE,TRUE,TRUE,TRUE,Yes,No,Yes,Yes,,,,
bafyreifihqy444ybcb22hp5otknf3hhn3uiwf6wzzjis6oba67dedtnrnm,"Today, January 16 from 12-1pm EST!!!

Join Acadia Center and Clean Air Task Force for part 2 of our webinar series on our report, ""The Energy is About to Shift!"" Register and obtain the Zoom link here: lnkd.in/e5Y9aQHP.

In this webinar, Acadia Center and Clean Air Task Force will discuss the...",Climate action collaboration,Climate action collaboration,99,"energy, clean, renewable, green, bill","solar, panels, solar energy, solar panels, battery, storage, grid, batteries, solar power, solar panel",0_solar_panels_solar energy_solar panels,FALSE,FALSE,TRUE,TRUE,Yes,No,Yes,Yes,,,,
bafyreif2rkmrih2yuazxpwbqehqryhjq6wvw7gofzxxxstplh7rljdjewy,"Kimbo wants all the emeralds.... for sustainable power solutions! 

For @kyuofcosmic.bsky.social, who very eagerly said yes when I said 'did you want spurs on your boots'.

#cacoart #sonic #sonicOC",Independent investigative journalism,Sustainable luxury fashion,48,"climate, said, change, forward, talking",,-1_clean energy_social_green_bsky social,FALSE,FALSE,FALSE,FALSE,Yes,No,No,No,,,,
bafyreigjkfhsyie5vm5pp46a4frxplcbn774lkdknflltwq4b7qyvyvcca,"PANGEA IS PROPAGANDA TO PUSH GLOBAL WARMING!!!!!!! IF EVERYONE LIVED ON THE SAME SPOT, IT WOULD BE TOO EASILY OVERCROWDED!!!!!!! NUKE PARIS!!!!!!! DOWN WITH THE ARISTOCRACY!!!!!!!!!!!!!! 🫟🫟🫟",Science under attack,Climate Denial Backlash,88,"global, warming, course, ice, half",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreibij26okn4nohrsp4c3kpowc3rcuxz2e2hk2gvhxabnhccwsirc6q,#veganism is one logical response to a government that denies climate change and ignores bird flu,Greenwashing deception,Climate rollbacks,38,"climate, important, change, increasing, biggest","farmers, crops, yields, food supply, agriculture, agricultural, farmer, food, agricultural practices, wheat",39_farmers_crops_yields_food supply,FALSE,TRUE,FALSE,FALSE,No,No,No,No,,,,
bafyreiahozt73z2c5inosysmjdfpre52edw3kqfppmsibxb3aaa2n73d6q,"Trump & Republicans have give the future to China

China is second to none in Renewable Energy

open.substack.com/pub/biggover...",Renewable Energy Momentum,End fossil fuels,99,"energy, clean, renewable, green, bill","china, chinese, taiwan, like china, bessent, xi, beijing, treasury, republic, change china",14_china_chinese_taiwan_like china,TRUE,TRUE,TRUE,TRUE,No,No,No,Yes,,,,
bafyreihrm33gj4rnhwuog7qtxhpxwexe2kro3qisfh3p64d2ehxpnrset4,"Congolese, rwandan backed rebels. The upcoming water wars. Conflict over space and food from the climate-change fueled mass migrations towards the poles. ... I mean pick your poison, really.",Climate migration crisis,Climate migration crisis,56,"climate, change, scientist, war, expert",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,Yes,No,Yes,Yes,,,,
bafyreig4yoj3uvtrzrjli7rofhjqjgqjpefb2e67ckmkgqdxwbnt3g7mz4,"And how here we are, in a broken world mired by hate - partly because of Israel, partly because of immigration enforcement going full SS mode, partly because of climate change, partly because of COVID, partly because my country isn't taking its status as a dying empire very well.

(39/50)",Capitalism's climate doom,Climate injustice exposed,22,"climate, change, talk, denier, taking",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,FALSE,Yes,No,No,No,,,,
bafyreicw6w6kjovzxsjxg5edym6ug6zlo42ur6hy6h7e4bz5mbdjbbauoe,"Fossil Fuel Interests Are Working to Kill Solar in One Ohio County. The Hometown Newspaper Is Helping.

www.propublica.org/article/ohio...",End fossil fuels,Fossil fuel corruption,95,"fracking, address, single, voter, fall",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreihvoqja4hxho5a7rf76huzzv5nnboryanp5rqizrzigi7cqywqaxa,"That same political party is the same one that is literally pro-climate change (i.e., pro-pollution) and was pro-COVID, trying to spread disease by not masking or vaxxing.

It's literally a death cult, trying to take us all out.",Science under attack,Science under attack,60,"think, never, start, live, trying","republicans, democrats, republican, republicans climate, party, gop, republican party, dems, controlling, control weather",26_republicans_democrats_republican_republicans climate,FALSE,TRUE,TRUE,TRUE,No,Yes,Yes,Yes,,,,
bafyreibuilqyu4wbap66oipvotrf6ionrvgcjwkl7wjdrhkeuegzhgmx24,Aotearoa is at an energy crossroads. We have to choose between a Clean Energy Future and a Dirty Energy Future.,End fossil fuels,Clean Energy Push,99,"energy, clean, renewable, green, bill","enkiai, clean energy, cleanenergy, energy stocks, clean, renewableenergy info, enkiai com, contact enkiai, cleanenergy info, enkiai insights",25_enkiai_clean energy_cleanenergy_energy stocks,TRUE,FALSE,TRUE,TRUE,Yes,No,Yes,Yes,,,,
bafyreietbfapk76huwgaiun5sugdz5gkrc7lwmxddtr6zn2fnsy7ytz3ie,"US rural electric co-ops get $6B from USDA

“to meet 
💚🌎climate goals & 
📈🔌rising demand for energy, we’ve got to build a lot of clean energy….

rural communities
have to be partners”
Per Josh Ewing/Rural Climate Partnership

Rural coops usu serve 
smaller pop
across big distances
with less capital",Renewable Energy Momentum,Clean Energy Push,29,"rate, climate, change, worst, amazon",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreiajgb3rm7fzcx2defxc5liig3er7qxhnxyfayigogwgt5m2ksqsxm,"Manufacturing will only come back to this country when cheap labor is guaranteed and environmental regulations are completely eliminated. Basically, slavery, and massive pollution is what we have to look forward to under Trump.",Capitalism's climate doom,Climate rollbacks,91,"power, nuclear, million, capitalism, u","tariffs, tariff, manufacturing, net co2, trump tariff, tariff trump, trump tariffs, trump stop, coast coast, powell",58_tariffs_tariff_manufacturing_net co2,FALSE,TRUE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreicbomhnk52xxbt3xvqm2zl2sh5tvsfroruobokcjdzsym63f2e6nq,We have no time to waste in opposing the worst of President Trump's Cabinet nominees with respect to science and the role it should play in keeping us safe. Urge your senators to vote NO on the 'Junk Science Six.' act.ucsusa.org/4h7mvys,Science under attack,Science under attack,63,"solution, better, carbon, reduce, technology","junk, junk science, rfk, science, rfk jr, jr, debunked, does harm, abortion, drug",45_junk_junk science_rfk_science,FALSE,TRUE,TRUE,TRUE,No,Yes,Yes,Yes,,,,
bafyreidm4hwzokmxbcjkqxr5s35hbu26jz3w7bsolrjdkzzaau7ijahcr4,"On December 9th, 2021, NASA launched the IXPE satellite, the first to measure X-ray polarization from cosmic sources like black holes and neutron stars. This mission advances astronomy, offering insights into energy phenomena and astrophysical processes.

#StayCurious #Skystorians #DiveIntoDiscovery",Climate rollbacks,Starry night preservation,60,"think, never, start, live, trying",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,FALSE,No,No,No,No,,,,
bafyreib42gzcvjq7tsmyeyaaez6penl54sb5hwc47wvernhecf7cgyaeau,"🔍👀Where did billions in climate and infrastructure funding go? From clean energy projects to bridges, this interactive tool shows what projects lawmakers announced in your neighborhood.",Climate action collaboration,Climate action collaboration,99,"energy, clean, renewable, green, bill",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,No,No,No,No,,,,
bafyreiek25gq6pannnyvlampnhgfaqzqtzmwjoi3dpwtvzs32bhepamwoa,Telegraph headline: woke ticks working to counter climate change by reducing the consumption of red meat,Anti-renewable hypocrisy,Science under attack,40,"climate, yes, change, deforestation, nature",,-1_clean energy_social_green_bsky social,FALSE,FALSE,FALSE,FALSE,Yes,No,No,No,,,,
bafyreidvh2kvok3jmg2u5mn6jq6nuo77b2lvzcvf5ecn4cvxczqzfwhuu4,"We should probably require data centers to sign long-term contracts for their electricity. This would help clean energy suppliers, including new long duration storage and geothermal, secure financing and compete on a more level playing field.",Clean Energy Push,Renewable Energy Momentum,99,"energy, clean, renewable, green, bill","ai, data centers, centers, data, ai data, data center, llm, chatbot, intelligence, robotics",3_ai_data centers_centers_data,TRUE,TRUE,TRUE,TRUE,Yes,No,Yes,Yes,,,,
bafyreibnptxoauikzfv7ayk277yonx6ppkrvs7mhnanloucoozcpttl7om,"To spare a few seconds’ effort, this is at Wikipedia is a start ⬇️

That’s a (very) polite take. Away from Wikipedia you’ll see much stronger language from experts about this.

I sincerely hope he doesn’t get the role.

Source: en.wikipedia.org/wiki/Great_B...",Oil's Deceptive Greed,Independent investigative journalism,65,"billion, fucking, subsidy, lol, room","doesn believe, believes, donald, trump, change hoax, donald trump, doesn, thinks, believes climate, hoax",2_doesn believe_believes_donald_trump,FALSE,FALSE,FALSE,FALSE,No,No,No,No,,,,
bafyreighws6un6xgmknyvjzim554iystjzt5vsdkkf5wd4y7wytbmsjou4,Looks like we are going from a Prius economy strategy to address climate change (all of the above energy sources) to a 2006 Ford Explorer strategy: lots of fossil fuel at least when it runs. Not clear which may be more effective in reducing GHGs.,EV transition barriers,Climate rollbacks,44,"lot, next, little, coming, guy",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,No,No,,,,
bafyreihc6ukrgk4eitwhlgt7y3zdwfmu6k2hipcoqpn63ghc3i44lebvhi,Good question...I suppose to get the moderate independents back you need to find a moderate liberal candidate and they are a very rare species in the lnp party...they've been over taken by climate change deniers and racist homophone Christians...,MAGA Climate Deception,Science under attack,26,"earth, used, international, leading, produce",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,No,No,,,,
bafyreigl7gcwcntybgksndzjtplfdmnztdc4nrckqvy7rjucrpxujlphye,Reading The Road To Wigan Pier at last. The dreadful descriptions of coal mining and summer housing is so shocking. And this was only in the 30s! No wonder my coal mining great grandads emigrated with their families to South Africa!!,Independent investigative journalism,Oil's Deceptive Greed,71,"coal, mining, america, innovation, able","coal mining, coal, mining, miners, slopes, eastern slopes, mining coal, mines, eastern, alberta",12_coal mining_coal_mining_miners,TRUE,TRUE,TRUE,FALSE,No,Yes,No,Yes,,,,
bafyreideojnrtn6u7ct4s6lzsy47d7jb4omsihfkz26bo7z2wznh2st3ii,"I could really do with some good news! My life is super stressful at the moment as I'm being made redundant, and the World is super stressful with war, A.I. and climate change. So any nice stories about kittens or whatever, send them my way!
Boobs in my DMs will also be appreciated. x",Climate legal accountability,Climate unease,45,"could, cost, source, instead, would",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,FALSE,No,No,No,No,,,,
bafyreibxggjoinycj5ehua2tafbwk523xf2untsspykhfh42juwdlxe7sq,"A fantastic report highlighting how fossil fuel companies use sports sponsorship to improve their public image and give the impression their activities don't have dire consequences for our planet and its inhabitants.

#SayNoToSportsWashing",Oil's Deceptive Greed,Greenwashing deception,5,"fuel, fossil, industry, stop, company",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,Yes,No,Yes,Yes,,,,
bafyreicbuahkbyuggnfb3yuwmdks7vvnqouu5nszvoo6eac5hnwg32soem,"Really weird since the he’s against environmental regulations and climate change (he vacillates on the issues). They must’ve liked his accent.

Have you seen the destruction his plants are causing?",Oil's Deceptive Greed,Oil's Deceptive Greed,51,"climate, change, issue, crisis, article","doesn believe, believes, donald, trump, change hoax, donald trump, doesn, thinks, believes climate, hoax",2_doesn believe_believes_donald_trump,TRUE,FALSE,TRUE,TRUE,Yes,Yes,No,Yes,,,,
bafyreicac5wlgqozm2sr6ykghgvyffirycriie2d5j2qraybmecxbnb4wm,😃 The sustainable cannabis entrepreneur and the gay farmer … but after that a toss-up of tossers …,Independent investigative journalism,Independent investigative journalism,11,"got, food, business, enough, sustainable",,-1_clean energy_social_green_bsky social,FALSE,FALSE,FALSE,FALSE,No,No,No,No,,,,
bafyreifruk7a5dmv63z477wjmh52is7n47ssaq7u2feua3tm7a63ln7sn4,"NREL Helps US Forest Service Go Green After 2024 Lake Fire
->National Renewable Energy Laboratory | #Forest | More info from EcoSearch",Renewable Energy Momentum,Clean Energy Push,99,"energy, clean, renewable, green, bill",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,Yes,No,Yes,Yes,,,,
bafyreiduoqmuttwdeaxqy455nc3lcdn2iswj647euci5wjbpw246iuodsm,"Select Committee of Intelligence SH-216 today. When questioning Tulsi Gabbard, Sen King ME did 2 remarkable things.

-requested that Gabbard make full Signal chat public, since she claims there was no sensitive information.

-asked why this is the first time climate change is NOT listed as a threat",MAGA Climate Deception,Science under attack,93,"give, kill, try, reform, mind",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,No,No,,,,
bafyreibotyzvnwtbdtwfjhytu7gnikn3uffgxqakcqc6vd2jyp3stk4qii,"Also … remember the “£22b black hole” that gets mentioned every time someone asks why our old, poor and disabled need to be further immiserated?

How much did the government commit to greenwashing for Big Oil again?",Greenwashing deception,Oil's Deceptive Greed,68,"still, everyone, idea, yet, greenwashing",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreiafne2efwxzyqr5naiumianr3exdzt4b5jxv5burhs5jkrulcs3te,"Traverse City, Michigan.

Grand Traverse Bay feeds into Lake Michigan. 

(Or is it, Lake Michigan feeds into Grand Traverse Bay? Either way, we get massive lake effect snow SOME winters. Used to be EVERY winter. Climate change has made it a crapshoot...)",Climate unease,Water pollution crisis,15,"climate, change, reality, yeah, oh","snow, degrees, winter, cold, summer, winters, ski, october, sucks, hot",15_snow_degrees_winter_cold,TRUE,TRUE,FALSE,TRUE,Yes,No,No,Yes,,,,
bafyreif3u2vd2wkwylsd7hk66fjld56srj6t6chrfox5pkh6hntfnadlce,"How does reducing our energy reliance on a limited fossil fuel, make us weaker? We have a more robust energy system now.",Clean Energy Push,Clean Energy Push,53,"come, climate, change, pretty, politician",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreic6xmzmyxr5nqs5fihhzaf6jlq4zcxw5a56tni3k4nqmauf33rpiq,"Al Gore wasn't even born when global warming was first discovered. So no, it's not him. Now who was it?",Capitalism's climate doom,Fossil fuel deception,39,"always, maybe, full, na, wonder","doesn believe, believes, donald, trump, change hoax, donald trump, doesn, thinks, believes climate, hoax",2_doesn believe_believes_donald_trump,FALSE,FALSE,FALSE,TRUE,No,No,No,No,,,,
